airport_ref,airport_ident,type_of_airport,airport_name,latitude,longitude,elevation_ft,state,municipality,scheduled_service,unique_id,id,length_ft,width_ft,surface,lighted,closed,le_ident,le_displaced_threshold_ft,he_ident,he_displaced_threshold_ft
18713,K3K7,small_airport,Mark Hoard Memorial Airport,38.457,-101.353,3303.0,KS,Leoti,no,36470,240950,5100.0,50.0,ASP,1,0,17,,35,
18714,K3K8,small_airport,Comanche County Airport,37.2281,-99.3309,2085.0,KS,Coldwater,no,36471,245155,4500.0,60.0,CON,1,0,17,,35,
18715,K3L2,small_airport,Sky Ranch Airport,35.7953,-115.627,2599.0,NV,Sandy Valley,no,36472,243819,3340.0,45.0,ASP,0,0,03,,21,180.0
18715,K3L2,small_airport,Sky Ranch Airport,35.7953,-115.627,2599.0,NV,Sandy Valley,no,36472,243820,3300.0,105.0,GRE,0,0,12,,30,
18716,K3LF,small_airport,Litchfield Municipal Airport,39.1625,-89.6746,690.0,IL,Litchfield,no,36473,243565,3901.0,75.0,ASP,1,0,09,,27,
18716,K3LF,small_airport,Litchfield Municipal Airport,39.1625,-89.6746,690.0,IL,Litchfield,no,36473,243566,4003.0,75.0,ASP,1,0,18,,36,
18717,K3M2,small_airport,Double Springs/Winston County Airport,34.1445,-87.3278,753.0,AL,Double Springs,no,36474,243122,3403.0,79.0,ASP,1,0,03,,21,
18719,K3M7,small_airport,Lafayette Municipal Airport,36.5184,-86.0583,969.0,TN,Lafayette,no,36475,242638,3991.0,75.0,ASP,1,0,01,,19,
18720,K3M8,small_airport,North Pickens Airport,33.3868,-88.0066,237.0,AL,Reform,no,36476,244937,5144.0,80.0,ASP,1,0,01,,19,
18721,K3M9,small_airport,Warren Municipal Airport,33.5604,-92.0854,235.0,AR,Warren,no,36477,243854,3829.0,50.0,ASP,1,0,03,,21,
18722,K3MY,small_airport,Mount Hawley Auxiliary Airport,40.7953,-89.6134,786.0,IL,Peoria,no,36478,244326,3600.0,60.0,ASPH-G,1,0,18,,36,
18723,K3N6,small_airport,Old Bridge Airport,40.3299,-74.3468,87.0,NJ,Old Bridge,no,36479,246019,3594.0,50.0,ASP,1,0,06,600.0,24,400.0
18724,K3O1,small_airport,Gustine Airport,37.2627,-120.963,75.0,CA,Gustine,no,36480,243830,3200.0,60.0,ASP,1,0,18,,36,
18725,K3O3,small_airport,Purcell Municipal - Steven E. Shephard field,34.9845,-97.3828,1143.0,OK,Purcell,no,36481,240537,3003.0,60.0,ASP,1,0,17,,35,
18726,K3O4,small_airport,Sayre Municipal Airport,35.1676,-99.6579,1937.0,OK,Sayre,no,36482,245471,5017.0,130.0,CON,1,0,17,351.0,35,374.0
18728,K3O9,small_airport,Grand Lake Regional Airport,36.5776,-94.8619,792.0,OK,Afton,no,36483,240528,3925.0,60.0,CON,1,0,17,230.0,35,230.0
18729,K3P3,small_airport,Mott Municipal Airport,46.3597,-102.323,2411.0,ND,Mott,no,36484,239857,3500.0,60.0,ASP,1,0,09,,27,
18731,K3R2,small_airport,Le Gros Memorial Airport,30.161604,-92.48174,17.0,LA,Crowley,no,36485,242670,4300.0,150.0,CON,1,0,04,,22,
18731,K3R2,small_airport,Le Gros Memorial Airport,30.161604,-92.48174,17.0,LA,Crowley,no,36485,242671,4000.0,150.0,CON,0,0,13,,31,
18732,K3R4,small_airport,Hart Airport,31.5449,-93.4865,319.0,LA,Many,no,36486,240440,1800.0,75.0,GRS,0,0,01,,19,
18732,K3R4,small_airport,Hart Airport,31.5449,-93.4865,319.0,LA,Many,no,36486,240441,4000.0,75.0,ASP,1,0,12,,30,
18733,K3R7,small_airport,Jennings Airport,30.2427,-92.6734,23.0,LA,Jennings,no,36487,242091,5000.0,75.0,ASP,1,0,08,,26,
18733,K3R7,small_airport,Jennings Airport,30.2427,-92.6734,23.0,LA,Jennings,no,36487,242092,3598.0,75.0,ASP,1,0,13,,31,600.0
18733,K3R7,small_airport,Jennings Airport,30.2427,-92.6734,23.0,LA,Jennings,no,36487,242093,2000.0,150.0,GRS,0,0,17,400.0,35,
18734,K3R9,small_airport,Lakeway Airpark,30.3575,-97.9945,909.0,TX,Austin,no,36488,244395,3930.0,70.0,ASP,0,0,16,,34,624.0
18735,K3RC,small_airport,Roscommon Conservation Airport,44.475,-84.5667,1156.0,MI,Roscommon,no,36489,241947,3650.0,75.0,ASP,1,0,09,165.0,27,
18735,K3RC,small_airport,Roscommon Conservation Airport,44.475,-84.5667,1156.0,MI,Roscommon,no,36489,241948,2500.0,100.0,GRS,0,0,18,,36,577.0
18736,K3S4,small_airport,Illinois Valley Airport,42.1037,-123.682,1394.0,OR,Cave Junction,no,36490,242373,4807.0,75.0,ASP,1,0,18,125.0,36,
18737,K3S8,small_airport,Grants Pass Airport,42.5101,-123.388,1126.0,OR,Grants Pass,no,36491,245288,3999.0,75.0,ASP,1,0,12,,30,
18738,K3S9,small_airport,Condon State Pauling Field,45.2466,-120.166,2911.0,OR,Condon,no,36492,241212,3500.0,60.0,CON,1,0,07,,25,
18739,K3SQ,closed,St Charles Airport,38.8487,-90.5001,442.0,MO,St Charles,no,36493,244527,3451.0,49.0,ASP,1,0,09,,27,
18739,K3SQ,closed,St Charles Airport,38.8487,-90.5001,442.0,MO,St Charles,no,36493,244528,2310.0,103.0,GRE,0,0,15,400.0,33,
18739,K3SQ,closed,St Charles Airport,38.8487,-90.5001,442.0,MO,St Charles,no,36493,244529,2145.0,100.0,GRE,0,0,18,400.0,36,200.0
18740,K3T3,small_airport,Boyceville Municipal Airport,45.044,-92.0204,967.0,WI,Boyceville,no,36494,240804,3300.0,60.0,ASP,1,0,08,,26,
18741,K3T5,small_airport,Fayette Regional Air Center Airport,29.908,-96.95,324.0,TX,La Grange,no,36495,243774,5001.0,75.0,ASP,1,0,16,,34,
18742,K3TR,small_airport,Jerry Tyler Memorial Airport,41.8359,-86.2252,750.0,MI,Niles,no,36496,245218,3315.0,50.0,ASP,0,0,03,900.0,21,750.0
18742,K3TR,small_airport,Jerry Tyler Memorial Airport,41.8359,-86.2252,750.0,MI,Niles,no,36496,245219,4100.0,75.0,ASP,1,0,14,300.0,32,
18743,K3U3,small_airport,Bowman Field,46.1531,-112.868,5034.0,MT,Anaconda,no,36497,241098,4515.0,60.0,ASP,1,0,04,,22,
18743,K3U3,small_airport,Bowman Field,46.1531,-112.868,5034.0,MT,Anaconda,no,36497,241099,6011.0,75.0,ASP,1,0,16,,34,
18744,K3U4,small_airport,Saint Labre Mission Airport,45.606617,-106.27445,2909.0,MT,Ashland,no,36498,240282,3830.0,95.0,GVL,0,0,13,,31,
18745,K3U7,small_airport,Benchmark Airport,47.48095,-112.87091,5434.0,MT,Augusta,no,36499,244278,6000.0,100.0,ASP,0,0,12,,30,
18746,K3U8,small_airport,Big Sandy Airport,48.163204,-110.11571,2700.0,MT,Big Sandy,no,36500,245341,3600.0,60.0,ASP,1,0,06,,24,
18746,K3U8,small_airport,Big Sandy Airport,48.163204,-110.11571,2700.0,MT,Big Sandy,no,36500,245342,2975.0,50.0,GRS,0,0,13,,31,
18746,K3U8,small_airport,Big Sandy Airport,48.163204,-110.11571,2700.0,MT,Big Sandy,no,36500,245343,1430.0,55.0,TURF-G,0,0,18,,36,
18747,K3V0,small_airport,Custer State Park Airport,43.725,-103.35,3980.0,SD,Crazy Horse,no,36501,243826,4000.0,50.0,ASP,1,0,15,,33,
18748,K3V5,closed,Fort Collins Downtown Airport,40.5883,-105.042,4939.0,CO,Fort Collins,no,36502,242198,5326.0,44.0,ASPH,1,0,11,,29,408.0
18748,K3V5,closed,Fort Collins Downtown Airport,40.5883,-105.042,4939.0,CO,Fort Collins,no,36502,242199,3400.0,50.0,GRS,0,0,11L,,29R,
18749,K3V7,closed,Belle Creek Airport,45.127632,-105.09263,3678.0,MT,Broadus,no,36503,241448,3770.0,50.0,ASP,1,0,08,,26,
18750,K3W7,small_airport,Grand Coulee Dam Airport,47.922,-119.083,1588.0,WA,Electric City,no,36504,241459,4199.0,75.0,ASP,1,0,03,,21,
18751,K3W8,small_airport,Eureka Municipal Airport,45.80052,-99.64397,1935.0,SD,Eureka,no,36505,243027,2100.0,150.0,GRS,0,0,07,,25,
18751,K3W8,small_airport,Eureka Municipal Airport,45.80052,-99.64397,1935.0,SD,Eureka,no,36505,243028,3100.0,60.0,ASP,1,0,12,,30,
18753,K3Y2,small_airport,George L Scott Municipal Airport,42.9851,-91.7906,1232.0,IA,West Union,no,36506,241642,4248.0,50.0,CON,1,0,17,,35,
18754,K3Y3,small_airport,Winterset Madison County Airport,41.3628,-94.0211,1110.0,IA,Winterset,no,36507,241333,3000.0,50.0,ASP,1,0,14,175.0,32,
18755,K40,seaplane_base,Anvik Seaplane Base,62.6562,-160.205,52.0,AK,Anvik,no,36508,251227,2000.0,500.0,WATER,0,0,E,,W,
18756,K40G,small_airport,Valle Airport,35.6506,-112.148,5999.0,AZ,Grand Canyon,no,36509,239742,4199.0,45.0,ASP,1,0,01,,19,
18757,K40J,small_airport,Perry-Foley Airport,30.0693,-83.5806,44.0,FL,Perry,no,36510,240254,4378.0,150.0,ASP,0,0,06,,24,
18757,K40J,small_airport,Perry-Foley Airport,30.0693,-83.5806,44.0,FL,Perry,no,36510,240255,4754.0,150.0,ASP,1,0,12,,30,
18757,K40J,small_airport,Perry-Foley Airport,30.0693,-83.5806,44.0,FL,Perry,no,36510,240256,4986.0,100.0,ASP,1,0,18,,36,
18759,K40U,small_airport,Manila Airport,40.9861,-109.678,6175.0,UT,Manila,no,36511,245888,5300.0,60.0,ASP,1,0,07,,25,
18760,K41A,closed,Reeves Airport,32.5147,-85.876,326.0,AL,Tallassee,no,36512,240871,3207.0,75.0,ASP,1,0,13,,31,
18761,K41F,small_airport,Floydada Municipal Airport,34.0023,-101.33,3187.0,TX,Floydada,no,36513,241103,4600.0,60.0,ASP,1,0,17,,35,
18762,K41N,small_airport,Braceville Airport,41.212025,-80.970184,900.0,OH,Newton Falls,no,36514,244232,3000.0,30.0,ASP,0,0,01,55.0,19,
18763,K41U,small_airport,Manti-Ephraim Airport,39.3291,-111.615,5500.0,UT,Manti,no,36515,240557,4584.0,75.0,ASP,1,0,03,,21,
18764,K42A,small_airport,Melbourne Municipal John E Miller Field,36.071,-91.8301,735.0,AR,Melbourne,no,36516,243024,4003.0,75.0,ASP,1,0,03,,21,
18765,K42I,small_airport,Parr Airport,40.007,-82.0124,790.0,OH,Zanesville,no,36517,240483,3100.0,26.0,ASP,1,0,10,,28,61.0
18766,K42J,small_airport,Keystone Heights Airport,29.8447,-82.0475,196.0,FL,Keystone Heights,no,36518,244321,5044.0,100.0,ASPH-G,1,0,05,,23,
18766,K42J,small_airport,Keystone Heights Airport,29.8447,-82.0475,196.0,FL,Keystone Heights,no,36518,244322,4899.0,75.0,ASPH-G,1,0,11,,29,
18766,K42J,small_airport,Keystone Heights Airport,29.8447,-82.0475,196.0,FL,Keystone Heights,no,36518,244323,4400.0,150.0,ASP,0,1,16,,34,
18767,K42M,small_airport,Thayer Memorial Airport,36.5223,-91.572,790.0,MO,Thayer,no,36519,239935,4200.0,49.0,ASP,1,0,09,,27,155.0
18768,K42S,closed,Poplar Airport,48.116,-105.182,2005.0,MT,Poplar,no,36520,245868,3030.0,60.0,ASP,1,0,09,,27,
18769,K42U,small_airport,Morgan County Airport,41.1488,-111.767,5020.0,UT,Morgan,no,36521,241589,3904.0,50.0,ASP,0,0,03,213.0,21,212.0
18770,K42V,small_airport,Jones Airport,40.058,-101.547,3126.0,NE,Benkelman,no,36522,240291,3500.0,25.0,CON,0,0,15,,33,1000.0
18771,K43,small_airport,Unionville Municipal Airport,40.5402,-93.0255,1046.0,MO,Unionville,no,36523,251362,2805.0,49.0,ASPH-G,0,0,17,,35,
18772,K43A,small_airport,Montgomery County Airport,35.384098,-79.79054,628.0,NC,Star,no,36524,244657,3500.0,60.0,ASP,1,0,03,,21,
18773,K43B,small_airport,Deblois Flight Strip,44.7264,-67.9907,217.0,ME,Deblois,no,36525,241062,3520.0,75.0,ASP,0,0,15,,33,
18774,K43D,small_airport,Odessa Municipal Airport,47.3476,-118.677,1737.0,WA,Odessa,no,36526,243764,3125.0,60.0,ASP,1,0,02,,20,
18775,K43U,closed,Mount Pleasant Airport,39.52665,-111.475975,5830.0,UT,Mount Pleasant,no,36527,242606,4260.0,60.0,ASP,1,0,02,,20,
18776,K44C,small_airport,Beloit Airport,42.4978,-88.9676,817.0,WI,Beloit,no,36528,240191,3300.0,50.0,ASP,1,0,07,,25,350.0
18778,K44N,small_airport,Sky Acres Airport,41.7074,-73.738,698.0,NY,Millbrook,no,36529,244668,3828.0,60.0,ASP,1,0,17,,35,
18779,K44U,small_airport,Salina Gunnison Airport,39.0291,-111.838,5159.0,UT,Salina,no,36530,242838,3855.0,60.0,ASP,1,0,02,,20,
18780,K45G,small_airport,Brighton Airport,42.5698,-83.7785,973.0,MI,Brighton,no,36531,240183,3120.0,24.0,ASP,1,0,04,194.0,22,365.0
18781,K45K,small_airport,Minneapolis City County Airport,39.0947,-97.7206,1245.0,KS,Minneapolis,no,36532,245314,3970.0,20.0,ASP,0,0,16,,34,
18782,K45R,small_airport,Hawthorne Field,30.3363,-94.2575,71.0,TX,Kountze/Silsbee,no,36533,241485,4302.0,75.0,ASP,1,0,13,,31,
18784,K46D,small_airport,Carrington Municipal Airport,47.4511,-99.1511,1607.0,ND,Carrington,no,36534,239890,2255.0,43.0,ASP,0,1,03,,21,
18784,K46D,small_airport,Carrington Municipal Airport,47.4511,-99.1511,1607.0,ND,Carrington,no,36534,239891,4200.0,75.0,ASP,1,0,13,,31,
18785,K46U,small_airport,Alpine Airport,43.181877,-111.03866,5634.0,WY,Alpine,no,36535,241490,5625.0,35.0,ASP,0,0,13,,31,300.0
18786,K47A,small_airport,Cherokee County Regional Airport,34.3106,-84.4239,1219.0,GA,Canton,no,36536,241326,3412.0,75.0,ASP,1,0,04,,22,
18787,K47K,small_airport,Moundridge Municipal Airport,38.2091,-97.5027,1489.0,KS,Moundridge,no,36537,243845,3405.0,50.0,ASP,1,0,17,,35,
18788,K47N,small_airport,Central Jersey Regional Airport,40.5244,-74.5984,86.0,NJ,Manville,no,36538,240613,3509.0,50.0,ASP,1,0,07,619.0,25,
18789,K47V,small_airport,Curtis Municipal Airport,40.639988,-100.47455,2678.0,NE,Curtis,no,36539,241210,3400.0,60.0,ASP,1,0,12,,30,
18789,K47V,small_airport,Curtis Municipal Airport,40.639988,-100.47455,2678.0,NE,Curtis,no,36539,241211,2200.0,290.0,GRS,0,0,17,,35,
18790,K48A,small_airport,Cochran Airport,32.3994,-83.2759,377.0,GA,Cochran,no,36540,242652,3202.0,50.0,ASP,1,0,05,,23,
18791,K48D,small_airport,Clare Municipal Airport,43.8345,-84.7402,857.0,MI,Clare,no,36541,240181,3500.0,75.0,ASP,1,0,04,577.0,22,
18791,K48D,small_airport,Clare Municipal Airport,43.8345,-84.7402,857.0,MI,Clare,no,36541,240182,2500.0,75.0,ASP,1,0,09,,27,
18792,K48I,small_airport,Braxton County Airport,38.687,-80.6518,1276.0,WV,Sutton,no,36542,241113,3995.0,60.0,ASP,1,0,02,400.0,20,
18793,K48K,small_airport,Ness City Municipal Airport,38.473324,-99.909325,2308.0,KS,Ness City,no,36543,244144,3156.0,48.0,ASP,1,0,17,,35,
18794,K48S,small_airport,Harlem Airport,48.5661,-108.773,2643.0,MT,Harlem,no,36544,241464,4100.0,60.0,ASP,1,0,11,,29,
18794,K48S,small_airport,Harlem Airport,48.5661,-108.773,2643.0,MT,Harlem,no,36544,241465,1942.0,120.0,GRS,0,0,15,,33,
18796,K49A,small_airport,Gilmer County Airport,34.6279,-84.5249,1486.0,GA,Ellijay,no,36545,245876,3507.0,75.0,ASP,1,0,03,,21,
18797,K49B,small_airport,Sturgis Municipal Airport,44.418,-103.375,3243.0,SD,Sturgis,no,36546,242448,5100.0,60.0,ASP,1,0,11,,29,
18799,K49R,small_airport,Real County Airport,29.7455,-99.7609,1640.0,TX,Leakey,no,36547,244409,3975.0,50.0,ASP,1,0,15,240.0,33,270.0
18800,K49X,small_airport,Chemehuevi Valley Airport,34.528805,-114.432,631.0,CA,Havasu Lake,no,36548,243778,5000.0,75.0,ASP,1,0,16,,34,
18801,K4A0,small_airport,Berry Hill Airport,33.53557,-84.179085,770.0,GA,Stockbridge,no,36549,244274,3000.0,40.0,ASP,1,0,11,995.0,29,597.0
18802,K4A4,small_airport,Polk County Airport- Cornelius Moore Field,34.0187,-85.1465,974.0,GA,Cedartown,no,36550,244096,4004.0,75.0,ASP,1,0,09,,27,
18803,K4A5,small_airport,Searcy County Airport,35.897,-92.659,963.0,AR,Marshall,no,36551,240257,4003.0,75.0,ASP,1,0,05,,23,
18804,K4A6,small_airport,Scottsboro Municipal Word Field,34.6887,-86.0059,650.0,AL,Scottsboro,no,36552,240963,5250.0,80.0,ASPH-G,1,0,04,,22,230.0
18805,K4A7,small_airport,Atlanta Speedway Airport,33.389877,-84.33101,882.0,GA,Hampton,no,36553,240422,5500.0,75.0,ASP,1,0,06,,24,
18806,K4A9,small_airport,Isbell Field,34.4737,-85.7214,877.0,AL,Fort Payne,no,36554,242311,5001.0,100.0,ASP,1,0,04,,22,
18807,K4B6,small_airport,Ticonderoga Municipal Airport,43.8773,-73.4131,273.0,NY,Ticonderoga,no,36555,242132,4040.0,60.0,ASP,1,0,02,,20,
18808,K4B7,small_airport,Schroon Lake Airport,43.857887,-73.74058,830.0,NY,Schroon Lake,no,36556,243357,3000.0,60.0,ASP,0,0,16,100.0,34,
18809,K4B8,small_airport,Robertson Field,41.6904,-72.8648,200.0,CT,Plainville,no,36557,243766,3612.0,75.0,ASP,1,0,02,,20,
18810,K4C8,small_airport,Albia Municipal Airport,40.996128,-92.765594,963.0,IA,Albia,no,36558,240044,3400.0,60.0,ASP,1,0,13,,31,
18811,K4D0,small_airport,Abrams Municipal Airport,42.775204,-84.73638,842.0,MI,Grand Ledge,no,36559,239962,3200.0,75.0,ASP,1,0,09,,27,
18811,K4D0,small_airport,Abrams Municipal Airport,42.775204,-84.73638,842.0,MI,Grand Ledge,no,36559,239963,2580.0,120.0,GRS,0,0,18,400.0,36,397.0
18812,K4E7,small_airport,Ellendale Municipal Airport,46.01598,-98.51532,1455.0,ND,Ellendale,no,36560,240558,3500.0,60.0,ASP,1,0,13,,31,
18812,K4E7,small_airport,Ellendale Municipal Airport,46.01598,-98.51532,1455.0,ND,Ellendale,no,36560,240559,2600.0,50.0,GRS,0,0,17,,35,
18813,K4F2,small_airport,Panola County Sharpe Field,32.1761,-94.2988,248.0,TX,Carthage,no,36561,240781,4000.0,75.0,ASP,1,0,17,,35,
18814,K4F7,small_airport,Kizer Field,33.8039,-93.3622,319.0,AR,Prescott,no,36562,245916,3464.0,50.0,ASPH-G,1,0,18,,36,
18815,K4F8,small_airport,Stephens Ouachita County Airport,33.4434,-93.054245,230.0,AR,Stephens,no,36563,241839,3000.0,50.0,ASP,1,0,02,,20,
18816,K4F9,small_airport,La Moure Rott Municipal Airport,46.3466,-98.2837,1310.0,ND,La Moure,no,36564,240003,3750.0,50.0,ASP,1,0,16,,34,
18817,K4G4,small_airport,Youngstown Elser Metro Airport,40.9618,-80.6773,1070.0,OH,Youngstown,no,36565,245185,4012.0,50.0,ASP,1,0,10,344.0,28,259.0
18818,K4G5,small_airport,Monroe County Airport,39.779,-81.1028,1197.0,OH,Woodsfield,no,36566,240594,3805.0,75.0,ASP,1,0,07,173.0,25,
18819,K4G6,small_airport,Hornell Municipal Airport,42.382137,-77.68211,1219.0,NY,Hornell,no,36567,242462,5000.0,75.0,ASP,1,0,18,500.0,36,
18820,K4G8,small_airport,Columbia Airport,41.3188,-81.9602,813.0,OH,Columbia Station,no,36568,240480,2580.0,85.0,GRE,0,0,02,,20,
18820,K4G8,small_airport,Columbia Airport,41.3188,-81.9602,813.0,OH,Columbia Station,no,36568,240482,2947.0,65.0,GRE,0,0,18L,,36R,
18820,K4G8,small_airport,Columbia Airport,41.3188,-81.9602,813.0,OH,Columbia Station,no,36568,240481,3152.0,40.0,ASP,1,0,18R,300.0,36L,209.0
18821,K4I0,closed,Mingo County Airport,37.6876,-82.261,1575.0,WV,Williamson,no,36569,242999,3515.0,60.0,ASP,0,0,06,,24,515.0
18822,K4I3,small_airport,Knox County Airport,40.3287,-82.5238,1191.0,OH,Mount Vernon,no,36570,240819,5001.0,75.0,ASP,1,0,10,,28,
18823,K4I7,small_airport,Putnam County Airport,39.632595,-86.81379,842.0,IN,Greencastle,no,36571,245443,5000.0,100.0,ASP,1,0,18,,36,
18824,K4I9,small_airport,Morrow County Airport,40.5245,-82.8501,1085.0,OH,Mount Gilead,no,36572,241615,3497.0,75.0,ASP,1,0,10,,28,
18825,K4J1,small_airport,Brantley County Airport,31.2074,-81.9058,83.0,GA,Nahunta,no,36573,244781,3000.0,50.0,ASP,0,0,01,,19,
18826,K4J2,small_airport,Berrien County Airport,31.2126,-83.2263,240.0,GA,Nashville,no,36574,243153,4006.0,75.0,ASP,1,0,10,,28,
18827,K4J5,small_airport,Quitman Brooks County Airport,30.8058,-83.5865,185.0,GA,Quitman,no,36575,242540,3600.0,75.0,ASP,1,0,09,,27,
18828,K4J6,small_airport,St Marys Airport,30.753,-81.5588,23.0,GA,St Marys,no,36576,242546,5000.0,100.0,ASP,1,0,04,290.0,22,240.0
18828,K4J6,small_airport,St Marys Airport,30.753,-81.5588,23.0,GA,St Marys,no,36576,242547,4000.0,75.0,ASP,0,0,13,,31,
18829,K4J8,small_airport,Treutlen County Airport,32.3877,-82.5637,345.0,GA,Soperton,no,36577,243942,3000.0,50.0,ASP,0,0,16,,34,
18830,K4K3,small_airport,Lexington Municipal Airport,39.21,-93.92686,691.0,MO,Lexington,no,36578,240262,2925.0,40.0,ASP,1,0,04,,22,
18830,K4K3,small_airport,Lexington Municipal Airport,39.21,-93.92686,691.0,MO,Lexington,no,36578,240263,3100.0,125.0,GRE,0,0,13,,31,
18830,K4K3,small_airport,Lexington Municipal Airport,39.21,-93.92686,691.0,MO,Lexington,no,36578,240264,2250.0,125.0,GRE,0,0,18,,36,
18831,K4K6,small_airport,Bloomfield Municipal Airport,40.7321,-92.4283,888.0,IA,Bloomfield,no,36579,244003,3401.0,50.0,CON,1,0,18,,36,
18832,K4M1,small_airport,Carroll County Airport,36.3813,-93.6246,1205.0,AR,Berryville,no,36580,241882,3555.0,75.0,ASP,1,0,07,,25,
18833,K4M2,small_airport,Booneville Municipal Airport,35.149532,-93.86355,465.0,AR,Booneville,no,36581,240563,3254.0,50.0,ASP,1,0,09,,27,
18834,K4M3,small_airport,Carlisle Municipal Airport,34.8082,-91.7121,241.0,AR,Carlisle,no,36582,242020,4500.0,75.0,ASP,1,0,09,,27,
18834,K4M3,small_airport,Carlisle Municipal Airport,34.8082,-91.7121,241.0,AR,Carlisle,no,36582,242021,4500.0,150.0,ASP,0,0,18,,36,458.0
18836,K4M7,small_airport,Russellville Logan County Airport,36.79959,-86.810875,689.0,KY,Russellville,no,36583,244530,3999.0,75.0,ASP,1,0,06,,24,
18837,K4M9,small_airport,Corning Municipal Airport,36.4042,-90.6479,293.0,AR,Corning,no,36584,244860,4299.0,60.0,ASP,1,0,18,,36,
18838,K4N1,small_airport,Greenwood Lake Airport,41.1282,-74.3467,791.0,NJ,West Milford,no,36585,240350,3470.0,60.0,ASP,1,0,06,,24,
18840,K4O4,small_airport,McCurtain County Regional Airport,33.9094,-94.8594,472.0,OK,Idabel,no,36586,239991,5000.0,75.0,ASP,1,0,02,,20,
18841,K4O5,small_airport,Cherokee Municipal Airport,36.788,-98.3585,1177.0,OK,Cherokee,no,36587,244771,3570.0,50.0,ASP,1,0,17,200.0,35,180.0
18842,K4P3,small_airport,Flandreau Municipal Airport,44.0039,-96.5931,1645.0,SD,Flandreau,no,36588,244310,3100.0,60.0,ASP,1,0,10,,28,
18843,K4R1,small_airport,I H Bass Jr Memorial Airport,31.0155,-89.4826,310.0,MS,Lumberton,no,36589,241328,3000.0,75.0,ASP,1,0,14,,32,
18844,K4R3,small_airport,Jackson Municipal Airport,31.4721,-87.8947,62.0,AL,Jackson,no,36590,240211,5003.0,80.0,ASPH-G,1,0,1,,19,
18845,K4R4,small_airport,H L Sonny Callahan Airport,30.4605,-87.877,91.0,AL,Fairhope,no,36591,242001,6604.0,100.0,ASP,1,0,01,,19,
18846,K4R5,small_airport,Major Gilbert Field Airport,46.7887,-90.7587,649.0,WI,La Pointe,no,36592,241887,3000.0,75.0,ASP,1,0,04,,22,
18847,K4R7,small_airport,Eunice Airport,30.4663,-92.4238,42.0,LA,Eunice,no,36593,241564,5001.0,75.0,ASP,1,0,16,,34,
18848,K4R9,small_airport,Dauphin Island Airport,30.2605,-88.1275,5.0,AL,Dauphin Island,no,36594,241418,3000.0,80.0,ASP,1,0,12,202.0,30,140.0
18849,K4S1,small_airport,Gold Beach Municipal Airport,42.4134,-124.424,20.0,OR,Gold Beach,no,36595,240276,3200.0,75.0,ASP,1,0,16,90.0,34,
18850,K4S2,small_airport,Ken Jernstedt Airfield,45.6726,-121.536,631.0,OR,Hood River,no,36596,243069,3040.0,75.0,ASP,1,0,07,,25,
18851,K4S3,small_airport,Joseph State Airport,45.3596,-117.254,4121.0,OR,Joseph,no,36597,242640,5200.0,60.0,ASP,1,0,15,,33,
18852,K4S9,small_airport,Portland Mulino Airport,45.2163,-122.59,260.0,OR,Portland-Mulino,no,36598,245144,3600.0,100.0,ASP,1,0,14,,32,175.0
18853,K4SD,small_airport,Reno-Stead Airport,39.6674,-119.876,5050.0,NV,Reno,no,36599,244092,7608.0,150.0,ASP,1,0,08,,26,
18853,K4SD,small_airport,Reno-Stead Airport,39.6674,-119.876,5050.0,NV,Reno,no,36599,244093,9000.0,150.0,ASP,1,0,14,,32,
18854,K4T2,small_airport,Kenneth Copeland Airport,32.9773,-97.4884,688.0,TX,Fort Worth,no,36600,243087,3000.0,125.0,ASP,1,0,12,,30,
18854,K4T2,small_airport,Kenneth Copeland Airport,32.9773,-97.4884,688.0,TX,Fort Worth,no,36600,243088,6000.0,125.0,CON,1,0,17,,35,
18855,K4U6,small_airport,Circle Town County Airport,47.4186,-105.562,2426.0,MT,Circle,no,36601,244147,2500.0,195.0,GRS,0,0,03,,21,
18855,K4U6,small_airport,Circle Town County Airport,47.4186,-105.562,2426.0,MT,Circle,no,36601,244148,4100.0,75.0,ASPH-G,1,0,12,,30,
18856,K4U9,small_airport,Dell Flight Strip,44.7357,-112.72,6007.0,MT,Dell,no,36602,245201,7000.0,70.0,ASP,1,0,14,,32,
18857,K4V0,small_airport,Rangely Airport,40.094,-108.763,5275.0,CO,Rangely,no,36603,244108,2100.0,60.0,ASP,0,1,03,,21,
18857,K4V0,small_airport,Rangely Airport,40.094,-108.763,5275.0,CO,Rangely,no,36603,244109,6408.0,75.0,ASP,1,0,06,300.0,24,
